kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt
A10024532,북한산두산위브2차,위탁관리,5,에스텍시스템,위탁관리(직영+위탁),2,(주)세연종합관리,위탁관리(직영+위탁),2,거점장비수거방식,위탁관리,11,"도포식,분무식",철근콘크리트구조,2250,종합계약,위탁선임,R형,부스타방식,위탁관리,14,0,267,유,137,"관리사무소, 노인정, 보육시설, 어린이놀이터",5~10분이내,3호선,홍제역,15~20분이내,,,0,3
A10024692,세한숲속마을아파트,위탁관리,5,(주)동우개발,위탁관리,2,(주)혜진종합관리,위탁관리,1,차량수거방식,위탁관리,3,분무식,철근콘크리트구조,450,종합계약,위탁선임,P형,고가수조식,,0,22,92,,31,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,3호선,,15~20분이내,"관공서(서대문구청,은평구청,우체국,한전서대문은평지사) 대형상가(인왕시장)",고등학교(은평초등학교),0,0
A10025166,북한산 두산 위브,위탁관리,6,광인산업(주),위탁관리,4,(주)듀델코리아,위탁관리,5,거점장비수거방식,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,3250,종합계약,상주선임,R형,부스타방식,위탁관리,15,0,598,유,217,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,3호선,홍제역,10~15분이내,관공서(서대문구청) 병원(동신병원) 공원(홍제천 수변 공원),대학교(서울여자간호대학교),0,15
A10026604,북한산 더샵,위탁관리,6,에이제이대원 주식회사,위탁관리,6,(주)백송종합관리,위탁관리,5,음식물쓰레기종량제,위탁관리,12,,철골철근콘크리트구조,3510,단일계약,상주선임,GR형,부스타방식,위탁관리,36,0,834,유,268,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,3호선,,10~15분이내,공원(홍제천),초등학교(홍제초등학교),0,8
A12010001,홍은동원베네스트,위탁관리,4,인덕종합관리(주),위탁관리,4,인덕종합관리(주),위탁관리,3,음식물쓰레기종량제,위탁관리,6,"분무식,기구설치식",철근콘크리트구조,1090,단일계약,위탁선임,GR형,부스타방식,위탁관리,10,6,227,유,43,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",5~10분이내,3호선,,15~20분이내,대형상가(인왕시장),"초등학교(홍은초) 중학교(인왕중,상명사대부속여중) 고등학교(상명사대부속여고) 대학교(서울여자간호대학, 상명여자대학교 서울캠퍼스)",0,2
A12010101,홍은풍림1차,자치관리,3,자치,자치관리,2,,위탁관리,2,차량수거방식,위탁관리,8,분무식,철근콘크리트구조,425,단일계약,위탁선임,P형,부스타방식,위탁관리,4,45,21,무,16,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,3호선,홍제,15~20분이내,"관공서(서대문구청,홍은1동주민센터) 병원(세란병원) 대형상가(유진상가) 공원(실락 어린이공원) 기타(서대문소방서)","초등학교(홍제, 홍은) 중학교(홍은) 대학교(상명대)",3,0
A12010103,홍은풍림2차,위탁관리,3,인덕종합관리(주),위탁관리,7,인덕종합관리(주),위탁관리,2,거점장비수거방식,위탁관리,12,,철근콘크리트구조,1150,단일계약,위탁선임,P형,부스타방식,위탁관리,6,101,68,무,41,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",10~15분이내,"3호선, 3호선","홍제, 홍제",5~10분이내,관공서(홍은1동사무소) 병원(세진한의원) 대형상가(인왕시장) 공원(체육공원),"초등학교(인왕,홍제) 중학교(홍은) 대학교(서울여자간호대학)",0,4
A12010104,홍은벽산,위탁관리,9,우리관리(주),위탁관리,25,(주)더지엠에스,위탁관리,14,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,2900,단일계약,상주선임,P형,부스타방식,위탁관리,43,597,663,무,210,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",5분이내,3호선,홍제,10~15분이내,"관공서(홍은1동주민센터) 병원(세진한의원, 세란병원) 대형상가(유진상가) 공원(체육공원, 실락어린이공원, 북한산산책길)",초등학교(홍제) 대학교(서울여자간호),0,6
A12010202,홍은풍림아이원,위탁관리,4,우리관리(주),위탁관리,6,(주)홈스웰,위탁관리,4,차량수거방식,위탁관리,12,도포식,철근콘크리트구조,1400,단일계약,상주선임,R형,부스타방식,위탁관리,10,112,379,무,86,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,3호선,홍제역,10~15분이내,"관공서(서대문구청) 병원(카톨릭대학교은평성모병원,세브란스병원,세란병원, 동신병원,청구성심병원) 대형상가(구파발롯데몰) 공원(실락공원, 문화촌어린이공원,홍박공원) 기타(서대문문화체육회관,구립홍은청소년문화의집,카페폭포,서대문도서관,홍은도담도서관)","초등학교(홍은초,홍제초,인왕초,상명사대부속초) 대학교(서울여자간호대,명지대,상명대)",11,5
A12010203,홍은극동,위탁관리,5,대원종합관리(주),위탁관리,7,유한회사 탄천기업,위탁관리,6,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,1625,단일계약,상주선임,P형,부스타방식,위탁관리,17,85,238,유,74,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,3호선,홍제,5~10분이내,관공서(홍은1동사무소) 병원(세진한의원) 대형상가(인왕시장) 공원(체육공원),"초등학교(인왕,홍제) 중학교(홍은) 대학교(서울여자간호대학)",0,6
A12071001,홍은두산,위탁관리,4,(주)토탈안전관리,위탁관리,4,주식회사토탈안전관리,위탁관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,881,종합계약,위탁선임,P형,고가수조식,위탁관리,11,21,204,무,51,"관리사무소, 노인정, 자전거보관소",5~10분이내,3호선,,10~15분이내,관공서(서대문구청) 병원(예치과의원) 공원(홍남어린이공원) 기타(서대문문화회관),초등학교(홍연초등학교) 대학교(명지),0,5
A12071002,홍은동부센트레빌,위탁관리,4,(주)무림하우징,위탁관리,4,(주)엘림테크,위탁관리,3,음식물쓰레기종량제,위탁관리,12,분무식,철골철근콘크리트구조,1750,종합계약,위탁선임,R형,부스타방식,위탁관리,8,3,250,무,90,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,3호선,,5~10분이내,관공서(서대문구청) 대형상가(유진상가),"초등학교(홍제초등학교) 중학교(홍은중학교) 고등학교(충암고등학교, 명지고등학교) 대학교(명지대학교)",2,2
A12071003,홍은동미성아파트,자치관리,10,,자치관리,4,,자치관리,2,차량수거방식,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,960,종합계약,위탁선임,P형,부스타방식,위탁관리,11,251,0,무,9,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",10~15분이내,3호선,,10~15분이내,관공서(홍은2동주민센터) 병원(동신병원) 공원(백련근린공원),"초등학교(홍제, 인왕, 상명대부속초, 세검정, 청운, 홍은) 중학교(홍은중학교) 고등학교(서울예술고, 경기상, 경복고) 대학교(상명대,서울여자간호대)",0,0
A12071004,진흥,자치관리,4,,자치관리(직영),2,,자치관리(직영),1,음식물쓰레기종량제,위탁관리,12,도포식,철근콘크리트구조,505,종합계약,위탁선임,P형,부스타방식,,0,26,75,,,"관리사무소, 어린이놀이터",5분이내,"2호선, 3호선",,15~20분이내,관공서(주민센터),초등학교(홍연초교),0,0
A12084302,유원홍은,위탁관리,4,(주)신성티엠,위탁관리,4,(주)신성티엠,위탁관리,2,차량수거방식,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,850,단일계약,위탁선임,P형,고가수조식,위탁관리,6,195,0,무,29,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설",5분이내,3호선,홍제역,5~10분이내,관공서() 대형상가() 공원() 기타(),초등학교() 중학교() 고등학교(),4,0
A12084504,홍은현대,위탁관리,6,인덕종합관리(주),위탁관리,12,인덕종합관리(주),위탁관리,6,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,1500,단일계약,상주선임,P형,부스타방식,위탁관리,21,522,0,무,61,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,3호선,홍제,10~15분이내,"관공서(서대문세무서) 병원(고른이치과) 대형상가(유진상가, 인왕시장) 공원(홍제천) 기타(그랜드힐튼호텔)",초등학교(홍제초) 중학교(홍은중),5,0
A10024428,북가좌 신일해피트리아파트,자치관리,3,,자치관리,,,위탁관리,2,음식물쓰레기종량제,위탁관리,14,"도포식,분무식",철근콘크리트구조,660,종합계약,위탁선임,P형,부스타방식,위탁관리,10,19,105,유,36,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"6호선, 경의중앙선, 공항철도, 김포골드라인",,5~10분이내,,,0,15
A12013001,DMC휴먼빌,위탁관리,2,아산종합관리(주),위탁관리,4,(주)광운티엠에스,위탁관리,2,음식물쓰레기종량제,위탁관리,4,"도포식,독이식",철근콘크리트구조,800,단일계약,위탁선임,GR형,부스타방식,위탁관리,7,181,67,무,52,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",5분이내,6호선,디지털미디어시티,15~20분이내,관공서(1) 병원(1) 기타(1),초등학교(1) 중학교(1) 고등학교(1),0,2
A12013002,DMC아이파크,위탁관리,5,우리관리,위탁관리,4,(주) 홈스웰,위탁관리,5,음식물쓰레기종량제,위탁관리,12,"분무식,기구부착식,독이식",철근콘크리트구조,2000,단일계약,상주선임,R형,부스타방식,위탁관리,14,0,436,유,121,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,6호선,디지털미디어시티,15~20분이내,대형상가(모래내시장) 공원(월드컵공원),"초등학교(연가,북가좌) 중학교(연희,명지) 고등학교(명지) 대학교(명지대,명지전문대)",0,5
A12013003,DMC래미안e편한세상,위탁관리,31,우리관리(주),위탁관리,31,(주)에스텍시스템,위탁관리,39,차량수거방식,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,19920,종합계약,상주선임,GR형,부스타방식,위탁관리,96,0,4890,유,1128,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"6호선, 경의중앙선, 공항철도",디지털미디어씨티,5~10분이내,관공서(서대문구청) 기타(모래내시장),"초등학교(북가좌,연가,신북,충암,명지) 중학교(성사,연희,중암,충암,명지) 고등학교(충암,명지) 대학교(명지,명지전문)",0,99
A12013101,디엠씨현대,자치관리,3,,위탁관리,2,성화개발(주),자치관리,2,차량수거방식,위탁관리,8,"도포식,분무식",철근콘크리트구조,782,기타,위탁선임,P형,수도직결식,위탁관리,7,41,123,무,37,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"6호선, 경의중앙선, 공항철도",디지털미디어시티,10~15분이내,관공서(동사무소) 병원(이일우치과) 대형상가(삼성디지털프라자),"초등학교(북가좌) 중학교(증산, 연희) 고등학교(충암) 대학교(명지)",4,0
A12013201,DMC두산위브,위탁관리,4,CM자산,위탁관리,4,CM관리,위탁관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1100,단일계약,상주선임,GR형,부스타방식,위탁관리,6,13,256,유,50,"관리사무소, 노인정, 자전거보관소",5분이내,6호선,증산,10~15분이내,관공서(동사무소) 기타(상암월드컵경기장),"초등학교(연가,충암) 중학교(충암, 연희) 고등학교(충암) 대학교(명지)",0,4
A12013202,북가좌삼호,위탁관리,7,광인산업(주),위탁관리,10,(주)경진이앤지,위탁관리,7,음식물쓰레기종량제,위탁관리,12,"도포식,독이식",철근콘크리트구조,2250,단일계약,상주선임,P형,부스타방식,위탁관리,18,339,329,무,109,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,"2호선, 6호선, 경의중앙선","디지털미디어시티, 홍제전철역",10~15분이내,관공서(동사무소) 병원(신촌세브란스병원) 대형상가(삼성디지털프라자),"초등학교(북가좌, 연가, 가재울) 중학교(증산,연희, 명지, 가재울) 고등학교(충암,명지, 가재울) 대학교(명지)",8,6
A12076601,북가좌삼호제2,위탁관리,2,(주)동우개발,위탁관리,2,(주)혜진종합관리,위탁관리,1,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,505,기타,위탁선임,P형,부스타방식,위탁관리,3,31,50,무,32,"관리사무소, 노인정, 어린이놀이터, 기타",5분이내,6호선,디지털미디어시티,15~20분이내,"관공서(모래내우체국,서대문종합사회복지관) 대형상가(서중시장,모래내시장)","초등학교(북가좌초,연가초) 중학교(연희중) 고등학교(충암고) 대학교(명지대학교)",0,0
A12081602,월드컵현대,위탁관리,3,(주)한영파트너스FH,위탁관리,2,(주)우창개발,위탁관리,3,차량수거방식,위탁관리,18,"분무식,기구부착식",철근콘크리트구조,950,단일계약,위탁선임,P형,고가수조식,위탁관리,7,256,44,무,42,"관리사무소, 노인정, 어린이놀이터",5분이내,"6호선, 경의중앙선, 공항철도",,5분이내,관공서(동사무소) 대형상가(LG하이프라자-수색점) 공원(월드컵공원),"초등학교(북가좌) 중학교(증산, 연희) 고등학교(충암) 대학교(명지)",0,6
