kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt
A10022194,충정우리유앤미아파트,위탁관리,1,대성티엠씨 주식회사,,,,위탁관리,1,음식물쓰레기종량제,위탁관리,4,,철골철근콘크리트구조,400,종합계약,위탁선임,R형,압력탱크식,위탁관리,3,11,109,무,17,,5~10분이내,,,,,,0,3
A10024966,더스타일하우스디센트럴,위탁관리,7,동우씨엠(주) 서울지점,위탁관리,2,,위탁관리,5,음식물쓰레기종량제,관리방식미정,5,도포식,철골철근콘크리트구조,1000,종합계약,상주선임,R형,부스타방식,관리방식미정,7,9,244,유,82,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 5호선",충정로역,5분이내,,대학교(경기대학교),0,3
A12070201,충정리시온,위탁관리,7,성림종합관리,위탁관리,4,,위탁관리,5,거점장비수거방식,위탁관리,12,독이식,철골철근콘크리트구조,800,단일계약,위탁선임,R형,부스타방식,위탁관리,2,0,253,무,41,"관리사무소, 자전거보관소",5~10분이내,"2호선, 5호선",,5~10분이내,"관공서(경찰청, 서대문경찰서, 중부등기소, 충정로동사무소, 서울특별시교육청) 병원(강북삼성병원) 공원(서소문공원, 사직공원, 독립공원)","초등학교(금화) 중학교(동명여자, 인창, 창덕여자, 대신) 고등학교(이화여자외국어, 대신) 대학교(대한감리교신학, 적십자간호, 경기)",0,18
A12003001,충정로 skview 아파트,위탁관리,3,주식회사 동우개발,위탁관리,3,(주)이엠피서비스,위탁관리,2,음식물쓰레기종량제,위탁관리,12,"분무식,독이식",철근콘크리트구조,900,종합계약,위탁선임,R형,부스타방식,위탁관리,6,0,201,유,70,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,"2호선, 5호선",충정로역,5분이내,관공서(서대문경찰서) 병원(강북삼성병원),고등학교(이화여자외국어고등학교),0,5
A12005001,냉천동부센트레빌,위탁관리,4,(주)미래에이비엠,위탁관리,4,미래에이비엠,위탁관리,2,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,973,종합계약,위탁선임,P형,고가수조식,위탁관리,7,98,186,무,42,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",10~15분이내,5호선,서대문,10~15분이내,"관공서(경찰청, 서대문경찰서, 중부등기소, 충정로동사무소, 서울특별시교육청) 병원(강북삼성병원) 공원(서소문공원, 사직공원, 독립공원)","초등학교(금화) 중학교(동명여자, 인창, 창덕여자, 대신) 고등학교(이화여자, 대신) 대학교(대한감리교신학, 적십자간호, 경기)",0,6
A12070101,돈의문센트레빌,위탁관리,6,(주)무림하우징,위탁관리,6,(주)엘림테크,위탁관리,7,음식물쓰레기종량제,위탁관리,12,도포식,철근콘크리트구조,3350,단일계약,상주선임,R형,부스타방식,위탁관리,23,0,683,유,227,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,5호선,서대문,5~10분이내,"관공서(천연동사무소, 서대문경찰서) 병원(적십자병원,  강북 삼성병원)",초등학교(금화) 고등학교(인창) 대학교(경기),0,14
A12004001,서대문천연뜨란채아파트,위탁관리,9,우리관리(주),위탁관리,10,굿모닝 대양,위탁관리,9,음식물쓰레기종량제,위탁관리,2,"도포식,분무식",철근콘크리트구조,2250,단일계약,상주선임,R형,부스타방식,위탁관리,26,161,628,무,208,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",10~15분이내,"3호선, 5호선",,10~15분이내,"관공서(천연파출소, 서울시교육청, 기상청, 교남파출소, 독립문파출소) 병원(강북삼성병원, 적십자병원, 세란병원) 공원(독립문공원) 기타(영천시장)","초등학교(독립문, 금화) 중학교(동명여자, 대신) 고등학교(대신) 대학교(적십자간호대, 대한감리교신학)",16,0
A12007001,독립문삼호,위탁관리,8,세화종합관리(주),위탁관리,13,듀델코리아,위탁관리,8,음식물쓰레기종량제,위탁관리,19,분무식,철근콘크리트구조,3000,단일계약,상주선임,P형,부스타방식,위탁관리,27,430,514,무,163,"관리사무소, 노인정, 어린이놀이터, 기타",10~15분이내,3호선,독립문,10~15분이내,"관공서(천연파출소, 서울시교육청, 기상청, 교남파출소, 독립문파출소) 병원(강북삼성병원) 공원(독립공원)","초등학교(독립문, 금화) 중학교(동명여자, 대신) 고등학교(대신) 대학교(적십자간호대)",0,3
A12008001,독립문파크빌,위탁관리,4,유원종합관리(주),위탁관리,2,유원종합관리(주),위탁관리,3,기타,위탁관리,12,"도포식,분무식",철근콘크리트구조,650,단일계약,위탁선임,P형,고가수조식,위탁관리,5,37,166,무,25,"관리사무소, 노인정, 어린이놀이터",5~10분이내,3호선,독립문,10~15분이내,"관공서(천연파출소, 서울시교육청, 기상청, 교남파출소, 중정로지구대) 병원(강북삼성병원) 공원(서대문공원)","초등학교(독립문, 금화) 중학교(동명여자, 대신) 고등학교(대신) 대학교(적십자간호대)",0,5
A12008003,독립문극동,위탁관리,13,율산개발 유한회사,위탁관리,18,(주)에스원,위탁관리,10,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,3400,단일계약,상주선임,R형,고가수조식,위탁관리,29,284,1067,무,284,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 커뮤니티공간",5~10분이내,3호선,독립문,10~15분이내,"관공서(천연파출소, 서울시교육청, 기상청, 교남파출소, 독립문지구대) 병원(강북삼성병원) 공원(독립문공원)","초등학교(독립문, 금화) 중학교(동명여자, 대신) 고등학교(대신) 대학교(적십자간호대)",0,47
A12079601,독립문극동임대,위탁관리,5,(주)동우개발,위탁관리,4,인덕종합관리,위탁관리,2,음식물쓰레기종량제,위탁관리,4,"도포식,분무식",철근콘크리트구조,1660,단일계약,상주선임,P형,부스타방식,위탁관리,6,14,206,무,51,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소, 기타",5~10분이내,3호선,독립문역,5~10분이내,,,0,8
A10023016,북아현경남아파트(101동),위탁관리,1,서일개발(주),위탁관리,2,서일개발(주),위탁관리,1,음식물쓰레기종량제,위탁관리,6,독이식,철골철근콘크리트구조,200,종합계약,위탁선임,P형,고가수조식,위탁관리,3,9,82,무,18,"관리사무소, 휴게시설",5분이내,2호선,,5~10분이내,,,0,0
A10024719,힐스테이트신촌,위탁관리,22,(주)타워피엠씨,위탁관리,10,(주)에스원,위탁관리,14,거점장비수거방식,위탁관리,4,"도포식,분무식,독이식",철골철근콘크리트구조,5750,종합계약,상주선임,R형,부스타방식,위탁관리,39,0,1387,유,663,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 기타",5분이내,"2호선, 경의중앙선","아현역, 신촌역",5분이내,,"중학교(중앙여중) 고등학교(중앙여고) 대학교(이화여대,추계예술대,연세대)",0,22
A10026370,e편한세상신촌아파트,위탁관리,20,(주)타워피엠씨,위탁관리,19,(주)에스원,위탁관리,24,거점장비수거방식,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,2500,단일계약,상주선임,R형,부스타방식,위탁관리,49,10,2079,유,600,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",5~10분이내,2호선,,5~10분이내,관공서(서대문 구청) 병원(세브란스 병원) 백화점(현대백화점 신촌점) 공원(효창공원) 기타(),"초등학교(북성초등학교) 중학교(한성중학교) 고등학교(한성고등학교) 대학교(연세대학교, 이화여자대학교)",0,65
A10027851,신촌푸르지오 아파트,위탁관리,10,에이제이대원 주식회사,위탁관리,9,에스원,위탁관리,11,음식물쓰레기종량제,위탁관리,4,"도포식,독이식",철골철근콘크리트구조,5888,종합계약,상주선임,GR형,부스타방식,위탁관리,36,0,1263,유,357,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",5~10분이내,2호선,,5~10분이내,관공서() 병원() 백화점() 기타(),초등학교() 중학교() 고등학교(),0,26
A12079501,북아현두산,위탁관리,7,일신주택관리(주),위탁관리,12,(주)승학,위탁관리,6,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,2100,단일계약,상주선임,R형,부스타방식,위탁관리,11,175,540,무,122,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",10~15분이내,2호선,,10~15분이내,"관공서(북아현파출소, 북아현1, 2동사무소) 병원(신촌세브란스) 대형상가(LG전자베스트샵 현대신촌점) 공원(어린이공원)","초등학교(북성, 한서, 아현) 중학교(이대부속, 아현, 한성, 숭문) 고등학교(한성, 한세전산공업, 숭문, 이대부속, 중앙여자) 대학교(이화여자, 연세, 추계예술, 경기)",0,10
A10020829,홍제중앙하이츠아파트,,,영신산업개발(주),,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0
A10021965,고은맨숀아파트,자치관리,4,,자치관리,,,위탁관리,3,음식물쓰레기종량제,자치관리,,분무식,벽돌구조,275,종합계약,위탁선임,P형,수도직결식,,0,76,0,무,16,관리사무소,5~10분이내,3호선,,,,,0,0
A10023330,무악재한화,위탁관리,2,신한영주택관리(주),자치관리,3,,자치관리,2,차량수거방식,위탁관리,3,분무식,철근콘크리트구조,870,종합계약,위탁선임,P형,고가수조식,위탁관리,5,45,148,유,34,"관리사무소, 노인정, 어린이놀이터",5분이내,3호선,무악재역,5분이내,,,0,3
A10023560,서대문푸르지오센트럴파크,위탁관리,9,우리관리(주),위탁관리,6,(주)한영파트너스에프에이치,위탁관리,9,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,4100,단일계약,상주선임,R형,부스타방식,위탁관리,48,0,999,유,545,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,3호선,무학제역,5분이내,공원(안산),초등학교(안산초등학교),0,50
A10023959,홍제역 해링턴플레이스아파트,위탁관리,10,세화종합관리(주),위탁관리,8,(주)듀델코리아,위탁관리,13,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철골콘크리트구조,4250,종합계약,상주선임,GR형,부스타방식,위탁관리,47,4,1285,유,540,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,3호선,홍제역,5분이내,,,0,40
A10024620,인왕산어울림 아파트,위탁관리,3,인덕종합관리(주),위탁관리,0,인덕종합관리,위탁관리,2,음식물쓰레기종량제,위탁관리,4,"분무식,기구부착식",철골철근콘크리트구조,975,종합계약,위탁선임,R형,부스타방식,위탁관리,5,51,192,,20,"관리사무소, 노인정, 어린이놀이터",5분이내,3호선,,5분이내,,,0,5
A10025767,홍제센트럴아이파크,위탁관리,8,주식회사 한빛종합관리,위탁관리,8,(주)백송종합관리,위탁관리,11,거점장비수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,3250,단일계약,상주선임,R형,부스타방식,위탁관리,31,0,1051,유,472,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,3호선,,5~10분이내,관공서() 병원() 대형상가() 공원(),"초등학교(고은초등학교, 서울안산초등학교) 중학교(신연중학교) 고등학교()",0,5
A10027681,홍제금호어울림아파트,위탁관리,4,(주)동우개발,위탁관리,4,혜진종합관리,위탁관리,3,음식물쓰레기종량제,위탁관리,4,,철골철근콘크리트구조,1655,종합계약,상주선임,R형,압력탱크식,위탁관리,11,0,334,유,99,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,3호선,홍제,5~10분이내,,초등학교(고은초등학교) 중학교(신연중학교),0,11
A12009001,홍제유원하나제2,위탁관리,1,주식회사 나라종합관리,위탁관리,2,삼대개발,위탁관리,1,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,300,단일계약,위탁선임,P형,부스타방식,위탁관리,1,45,25,무,7,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10~15분이내,3호선,홍제,10~15분이내,"관공서(서대문세무서, 홍제1,2,3동 사무소, 홍제우체국) 병원(서울대성병원) 공원(홍제문화소공원)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",0,0
A12009002,인왕산한신휴플러스,위탁관리,,주식회사 세이프원,,,,,,,,,,,,,,,,,0,,,,,,5분이내,,,5분이내,,,0,0
A12009101,홍제남양,자치관리,4,,자치관리,2,,자치관리,2,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,1100,종합계약,위탁선임,GR형,고가수조식,위탁관리,4,0,238,무,32,"관리사무소, 노인정, 문고, 어린이놀이터, 휴게시설, 자전거보관소",10~15분이내,3호선,홍제,10~15분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(고른이치과) 대형상가(유진상가)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",0,5
A12009102,홍제현대아파트,위탁관리,7,우리관리(주),위탁관리,18,듀텔코리아,위탁관리,7,차량수거방식,위탁관리,12,"도포식,분무식,기구부착식,기구설치식,독이식",철근콘크리트구조,2350,단일계약,상주선임,P형,부스타방식,위탁관리,22,391,116,유,111,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,3호선,3호선 홍제역,5~10분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(봄산부인과) 대형상가(LG하이프라자) 공원()","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",0,3
A12009201,홍제성원아파트,위탁관리,4,아산종합관리(주),위탁관리,2,주)승학,위탁관리,2,거점장비수거방식,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,975,단일계약,위탁선임,P형,고가수조식,위탁관리,5,24,224,무,37,"관리사무소, 노인정, 문고, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,3호선,,10~15분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국,서대문구청) 공원(홍제아파트어린이공원)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",0,7
A12009202,홍제삼성래미안,위탁관리,5,율산개발(주),위탁관리,4,듀델코리아,위탁관리,4,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1750,단일계약,상주선임,R형,부스타방식,위탁관리,11,71,448,무,80,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",10~15분이내,3호선,,10~15분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(조치과의원)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",0,11
A12009203,홍제무악청구1차,위탁관리,8,주식회사 세이프원,위탁관리,10,(주)세이프원,위탁관리,9,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,2400,단일계약,상주선임,R형,부스타방식,위탁관리,31,375,399,무,127,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,3호선,,5분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(개구장이치과의원) 대형상가(LG하이프라자)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",4,12
A12009302,인왕산벽산아파트,위탁관리,10,율산개발주식회사,위탁관리,3,율산개발(유),위탁관리,3,음식물쓰레기종량제,위탁관리,6,"분무식,독이식",철근콘크리트구조,1036,단일계약,위탁선임,P형,고가수조식,위탁관리,8,91,173,무,48,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,3호선,홍제역,10~15분이내,"관공서(경찰청, 서대문경찰서, 중부등기소, 홍제3동사무소, 서울특별시교육청) 병원(강북삼성병원, 대성병원, 동신병원) 대형상가(유진상가, 인왕재래시장) 공원(서소문공원, 사직공원, 독립공원)","초등학교(인왕, 고은, 안산, 홍제,) 중학교(신연, 홍은, 인왕,) 고등학교(동명여고, 세명정보산업,) 대학교(대한감리교신학, 간호대학교.)",5,5
A12009303,홍제현대그린,위탁관리,4,광인산업(주),위탁관리,4,(주)두원에이앤씨,위탁관리,2,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,700,단일계약,위탁선임,P형,부스타방식,위탁관리,10,81,71,무,45,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10~15분이내,3호선,,10~15분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(은하한의원,대성병원) 대형상가(유진상가)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",3,0
A12009304,홍제유원하나,위탁관리,6,인덕종합관리(주),위탁관리,9,,위탁관리,4,거점장비수거방식,위탁관리,4,"도포식,분무식",철근콘크리트구조,1150,단일계약,상주선임,P형,부스타방식,위탁관리,12,262,182,무,48,"관리사무소, 노인정, 어린이놀이터",10~15분이내,3호선,홍제,10~15분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(미치과) 공원(홍제문화소공원)","초등학교(인왕산, 홍은, 안산, 홍제,상명대부속) 중학교(신연, 홍은, 정원여중) 고등학교(한성과학, 경복고) 대학교(상명대, 국민대)",5,4
A12009305,문화촌현대,위탁관리,6,대한종합개발 (주),위탁관리,9,(주)두원에이엔씨,자치관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,2700,단일계약,상주선임,R형,고가수조식,위탁관리,16,255,520,무,100,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,3호선,홍제,5~10분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(세브란스병원, 대성병원, 동신병원) 백화점(현대백화점) 대형상가(롯데마트, 삼성디지털프라자) 공원(홍제문화소공원)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",6,10
A12076401,홍제비콘드림힐,위탁관리,4,세화종합관리(주),위탁관리,2,,위탁관리,1,음식물쓰레기종량제,위탁관리,4,독이식,철골철근콘크리트구조,682,종합계약,위탁선임,R형,부스타방식,위탁관리,4,55,87,,24,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,3호선,,,,,3,0
A12078201,인왕산현대,위탁관리,1,주식회사 나라종합관리,위탁관리,2,삼대개발,위탁관리,1,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철골철근콘크리트구조,700,단일계약,위탁선임,P형,부스타방식,위탁관리,3,19,61,무,20,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,3호선,무악재,,관공서(홍제1동주민자치회관) 병원(동신병원) 대형상가(인왕시장) 공원(안산공원),초등학교(인왕초등학교) 중학교(신연중학교) 고등학교(한성과학고등학교) 대학교(디지털서울문화예술대학교),0,0
A12078704,홍제원 현대,위탁관리,8,주식회사 푸른종합주택관리,위탁관리,8,주식회사푸른안전산업,위탁관리,8,거점장비수거방식,위탁관리,12,도포식,철근콘크리트구조,3100,단일계약,상주선임,R형,고가수조식,위탁관리,22,392,801,무,139,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10~15분이내,3호선,홍제,10~15분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(서정치과의원) 대형상가(삼성디지털프라자-홍제점)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",0,4
A12078705,홍제인왕산현대,위탁관리,7,율산개발 유한회사,위탁관리,12,(주)대승종합관리,위탁관리,7,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,2100,단일계약,상주선임,R형,고가수조식,위탁관리,18,194,603,유,77,"관리사무소, 노인정, 어린이놀이터, 휴게시설",5~10분이내,3호선,"홍제, 무악재",10~15분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(서정치과의원) 대형상가(LG하이프라자)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",12,12
A12078706,홍제청구3차,위탁관리,3,유원종합관리,위탁관리,2,덕진TMS(주),위탁관리,3,차량수거방식,위탁관리,4,"도포식,독이식",철근콘크리트구조,932,단일계약,위탁선임,P형,고가수조식,위탁관리,12,0,173,무,62,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,3호선,,5분이내,"관공서(서대문세무서,홍제1,2,3동 주민센터, 홍제우체국) 병원(조치과의원) 대형상가(롯데마트, 모닝글로리,다이소,유진상가) 공원(안산둘레길, 북한산둘레길)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학)",0,6
A12078707,홍제원현대임대,위탁관리,3,주식회사 나라종합관리,위탁관리,2,삼대개발,위탁관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,독이식",철근콘크리트구조,1000,단일계약,상주선임,P형,부스타방식,위탁관리,6,105,54,무,20,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,3호선,무악재,5~10분이내,관공서(홍제2동주민센터) 병원(대성병원),초등학교(안산초등학교),0,0
A12085303,홍제한양,위탁관리,8,(주)아주관리,위탁관리,21,(주)참우리,위탁관리,9,차량수거방식,위탁관리,12,분무식,철근콘크리트구조,2550,단일계약,상주선임,P형,부스타방식,위탁관리,22,348,487,무,107,"관리사무소, 노인정, 어린이놀이터, 유치원",5~10분이내,3호선,,5~10분이내,,,0,26
A12086001,홍제태영으뜸,위탁관리,4,광인산업(주),위탁관리,2,광인산업(주),위탁관리,2,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,기구부착식",철근콘크리트구조,782,단일계약,위탁선임,P형,고가수조식,위탁관리,3,21,180,무,32,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,3호선,홍제역,10~15분이내,"관공서(홍제1,2,3동 사무소, 홍제우체국) 병원(대성병원) 대형상가(LG하이프라자, 롯데마트(유진점)) 공원(홍제문화소공원) 기타(유진상가, 인왕시장)","초등학교(인왕산, 고은, 안산, 홍제) 중학교(신연, 홍은) 고등학교(한성과학) 대학교(서울간호전문대)",0,37
A12017001,신촌럭키,위탁관리,9,세화종합관리(주),위탁관리,12,세연종합관리(주),위탁관리,7,차량수거방식,위탁관리,12,"도포식,독이식",철근콘크리트구조,2025,단일계약,상주선임,P형,부스타방식,위탁관리,22,352,165,무,130,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",10~15분이내,2호선,,10~15분이내,"관공서(신촌우체국, 신촌동주민센터, 신촌지구대) 병원(신촌세브란스) 백화점()","초등학교(대신, 북성, 한서) 중학교(이대부속, 아현, 한성, 숭문) 고등학교(한성, 한세전산공업, 숭문) 대학교(이화여자, 연세, 추계예술)",10,11
A10025822,연희파크푸르지오 아파트,위탁관리,5,광인산업(주),위탁관리,3,(주)조현시스템,위탁관리,5,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철골콘크리트구조,1800,종합계약,상주선임,R형,부스타방식,위탁관리,13,0,483,유,203,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 6호선",,20분초과,관공서(서대문구청) 병원(동신병원) 공원(안산),초등학교(연희초등학교) 대학교(명지대학교),0,10
A12011002,연희대우,위탁관리,6,서림주택관리(주)연희대우아파트입주자대표회의,위탁관리,7,듀델코리아,위탁관리,5,차량수거방식,위탁관리,12,,철근콘크리트구조,2050,단일계약,상주선임,GR형,고가수조식,위탁관리,12,5,632,무,102,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,"2호선, 수인선",홍대입구,5~10분이내,병원(기세호치과),대학교(연세대학교),0,15
A12071101,연희성원,위탁관리,6,율산개발 유한회사,위탁관리,8,향우종합관리(주),위탁관리,6,음식물쓰레기종량제,위탁관리,12,도포식,철근콘크리트구조,1750,종합계약,상주선임,R형,고가수조식,위탁관리,17,111,621,무,95,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,"2호선, 3호선","홍대입구역, 홍제역",15~20분이내,관공서(연희3동사무소) 병원(동신병원) 공원(근린공원) 기타(),초등학교(연희초등학교) 중학교(연북중학교) 고등학교(한성외국인학교) 대학교(연세대),0,1
A12071102,연희임광아파트,자치관리,2,,자치관리,4,,자치관리,2,기타,위탁관리,12,분무식,철골철근콘크리트구조,650,단일계약,위탁선임,P형,기타,위탁관리,4,0,224,무,42,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,,,10~15분이내,,,0,4
A12071103,연희대림아파트,위탁관리,4,율산개발(주),위탁관리,4,(주)동익,위탁관리,3,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,500,단일계약,위탁선임,P형,부스타방식,위탁관리,11,179,23,무,24,"관리사무소, 노인정, 어린이놀이터",5분이내,"2호선, 3호선, 경의중앙선, 공항철도","홍대입구,홍제역",5~10분이내,"관공서(서대문구청, 서대문구보건소) 병원(동신병원) 공원(안산공원)",초등학교(홍연초등학교) 중학교(연북중학교) 고등학교(명지고등학교) 대학교(명지대학교),4,0
A12071104,연희자이엘라,위탁관리,1,자이에스앤디(주),위탁관리,2,자이에스앤디,위탁관리,1,음식물쓰레기종량제,자치관리,2,,철근콘크리트구조,1050,단일계약,위탁선임,P형,부스타방식,위탁관리,2,26,24,유,16,"관리사무소, 주민공동시설, 자전거보관소",5분이내,"2호선, 경의중앙선, 수인선",홍대입구,10~15분이내,관공서(동교치안센터) 병원(연세대학병원) 대형상가(롯데시네마) 공원(궁동공원),"초등학교(연희초) 중학교(서연중, 경성중) 고등학교(경성고, 홍익디자인고) 대학교(연세대)",0,0
A10023449,e편한세상 서대문,위탁관리,7,에이제이대원 주식회사,위탁관리,4,에이제이대원 주식회사,위탁관리,6,음식물쓰레기종량제,위탁관리,12,분무식,철골철근콘크리트구조,2250,종합계약,상주선임,R형,부스타방식,위탁관리,13,0,577,유,247,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,3호선,,5~10분이내,,,0,12
A10023482,힐스테이트 홍은포레스트 아파트,위탁관리,6,우리관리(주),위탁관리,4,홈스텍(주),위탁관리,8,거점장비수거방식,위탁관리,12,,철골철근콘크리트구조,4934,단일계약,상주선임,R형,부스타방식,위탁관리,31,4,753,유,370,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5분이내,"3호선, 6호선",,10~15분이내,관공서(서대문구청) 병원(동신병원) 대형상가(이마트),초등학교(충암 초등학교) 중학교(충암 중학교) 고등학교(충암 고등학교) 대학교(명지대학교),0,39
A10023562,홍은동일아파트,위탁관리,1,(주)무림하우징,위탁관리,2,(주)무림하우징,위탁관리,1,음식물쓰레기종량제,관리방식미정,,,철골철근콘크리트구조,750,단일계약,위탁선임,P형,고가수조식,위탁관리,3,7,79,유,40,"노인정, 어린이놀이터, 자전거보관소",5분이내,3호선,,,관공서(),초등학교(),2,0
